title,rank,date,artist,url,region,chart,trend,streams
MONEY,20,2021-10-05,LISA,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q,Estonia,top200,MOVE_UP,2123.0
Ayez Aamel Zayak,36,2021-02-15,Amr Diab,https://open.spotify.com/track/1usVEnSPWpaQ4DUZQyscLc,Egypt,viral50,MOVE_UP,
Ella Quiere Beber - Remix,170,2020-05-20,"Anuel AA, Romeo Santos",https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,Honduras,top200,MOVE_DOWN,1259.0
BLEIB' ÜBER NACHT (feat. Luciano),122,2021-12-29,KALIM,https://open.spotify.com/track/6jnR8dYSsKNqj1lVVFT5R0,Austria,top200,MOVE_UP,5767.0
Dream,188,2020-11-23,Tagne,https://open.spotify.com/track/7BgB4BOcohHIPJWqNgl87r,Morocco,top200,MOVE_DOWN,1322.0
More Than You Know,5,2017-08-30,Axwell /\ Ingrosso,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs,Latvia,top200,MOVE_DOWN,2938.0
Mi Error - Remix,13,2019-12-15,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",https://open.spotify.com/track/0lbhKycRyqkOMKZ6thzfU4,Bolivia,viral50,SAME_POSITION,
Tèn Tèn Girls! (feat. Tlinh & Suboi),28,2020-11-26,RAP VIỆT,https://open.spotify.com/track/7ssVARiCxa9KentfZXhZEr,Vietnam,top200,MOVE_DOWN,14266.0
"Another Day Of Sun - From ""La La Land"" Soundtrack",48,2017-02-10,La La Land Cast,https://open.spotify.com/track/0zCfmceT1YvtZXGbR6Roht,Taiwan,viral50,NEW_ENTRY,
พบพาน,24,2019-11-18,Cocktail,https://open.spotify.com/track/1uYuLb6zE8xd9QIT7CQQ1t,Thailand,viral50,SAME_POSITION,
Plot Twist,41,2017-08-16,"Marc E. Bassy, KYLE",https://open.spotify.com/track/23wcL7jlwSLVZ54V1qO7oO,Estonia,viral50,MOVE_DOWN,
Perfect,190,2019-07-29,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Taiwan,top200,MOVE_DOWN,4578.0
Soltera,30,2019-04-13,"Lunay, Chris Jedi, Gaby Music",https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,Paraguay,top200,MOVE_UP,11113.0
God's Plan,2,2018-01-22,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,Australia,top200,MOVE_UP,199640.0
Watermelon Sugar,25,2020-10-23,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,Ireland,top200,MOVE_DOWN,21293.0
Cold Water (feat. Justin Bieber & MØ),81,2017-03-17,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Portugal,top200,MOVE_DOWN,5372.0
Summer Summer Night,14,2017-07-02,Alan Doyle,https://open.spotify.com/track/4EiukHl5NfH2h9yqQeE6Nt,Canada,viral50,MOVE_UP,
Blood // Water,97,2021-02-21,grandson,https://open.spotify.com/track/0AUyNF6iFxMNQsNx2nhtrw,Hungary,top200,MOVE_UP,3606.0
"Ay, DiOs Mío!",14,2020-08-06,KAROL G,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,Nicaragua,viral50,SAME_POSITION,
Callaita,93,2020-10-22,"Bad Bunny, Tainy",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,Dominican Republic,top200,MOVE_DOWN,2521.0
Go Crazy,105,2020-08-29,"Chris Brown, Young Thug",https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,Lithuania,top200,MOVE_DOWN,1104.0
Cold,105,2017-06-29,"Maroon 5, Future",https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,Dominican Republic,top200,MOVE_DOWN,1414.0
Rooting For You,6,2017-01-14,London Grammar,https://open.spotify.com/track/5MHmD8cfTbudNLTWYA5QHJ,Portugal,viral50,SAME_POSITION,
Runaway,142,2021-09-22,AURORA,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,Sweden,top200,SAME_POSITION,18712.0
Fête de trop,113,2018-06-03,Eddy de Pretto,https://open.spotify.com/track/34NiK5XnPwHp17MGlyewXA,France,top200,MOVE_DOWN,31579.0
Baari,128,2021-02-14,"Bilal Saeed, Momina Mustehsan",https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv,India,top200,MOVE_DOWN,52470.0
Param Sundari,24,2021-08-01,"A.R. Rahman, Shreya Ghoshal",https://open.spotify.com/track/3KeMulXbLDJBQdY5PZbGEh,India,top200,MOVE_UP,100896.0
Svag,11,2021-03-04,Victor Leksell,https://open.spotify.com/track/4SS4YfDAEQG0fZAe1xfgn3,Sweden,top200,MOVE_UP,95778.0
Beer Never Broke My Heart,19,2019-06-10,Luke Combs,https://open.spotify.com/track/5eDvChP4WAPPrtaQeI9MhT,United States,viral50,MOVE_DOWN,
Bohemian Rhapsody - Remastered 2011,24,2019-03-01,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,Hong Kong,top200,MOVE_DOWN,6275.0
VOICE,183,2019-03-31,Nulbarich,https://open.spotify.com/track/2pRDePLZ711P88ixSfkYuS,Japan,top200,MOVE_DOWN,8362.0
Treat You Better,45,2017-01-22,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Honduras,top200,MOVE_DOWN,1924.0
Beautiful Soul,113,2018-03-08,Jesse McCartney,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS,Philippines,top200,MOVE_DOWN,29897.0
Get You The Moon (feat. Snøw),41,2019-05-28,Kina,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,Canada,viral50,MOVE_DOWN,
"thank u, next",134,2020-09-16,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,United Arab Emirates,top200,MOVE_UP,1110.0
Memories,47,2020-01-29,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Greece,top200,MOVE_DOWN,4404.0
Gorgeous,16,2017-10-30,Taylor Swift,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz,Hong Kong,viral50,MOVE_DOWN,
اوف منه قلبي,72,2020-03-31,Aseel Hameem,https://open.spotify.com/track/5XZqFBpz10c3f8OyVbFVJB,Saudi Arabia,top200,MOVE_UP,3100.0
Murder to the Mind,26,2017-04-30,Tash Sultana,https://open.spotify.com/track/7GQZ0EVbfUsKPfBIUmcRVF,Australia,viral50,MOVE_DOWN,
Daisy,119,2020-11-06,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,India,top200,MOVE_DOWN,44234.0
Supalonely,13,2020-05-08,"BENEE, Gus Dapperton",https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,Global,top200,SAME_POSITION,2958327.0
Spoil My Night (feat. Swae Lee),32,2018-05-03,Post Malone,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv,Portugal,top200,MOVE_DOWN,8905.0
Sunflower - Spider-Man: Into the Spider-Verse,27,2019-05-17,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,Latvia,top200,MOVE_DOWN,2052.0
Cheap Thrills (feat. Sean Paul),42,2017-01-21,Sia,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,Costa Rica,top200,MOVE_UP,6039.0
不該,179,2020-12-04,"Jay Chou, A-Mei Chang",https://open.spotify.com/track/7LyCtbxher5m97MImn5M3l,Singapore,top200,MOVE_UP,7044.0
No Es Justo,23,2018-11-18,"J Balvin, Zion & Lennox",https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,Spain,top200,MOVE_DOWN,123370.0
Te Quemaste,29,2019-09-02,"Manuel Turizo, Anuel AA",https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,Panama,top200,MOVE_UP,5322.0
Nic Neříkám,182,2021-10-20,"Reginald, Sofian Medjmedj",https://open.spotify.com/track/3bEPbW5Xq4j5UtSO5nrKKs,Czech Republic,top200,MOVE_DOWN,4867.0
One Night Stand,49,2017-09-01,Vidar Villa,https://open.spotify.com/track/0mYH2p6u1gyi3k40xEOvUT,Norway,top200,MOVE_DOWN,40235.0
Explícale (feat. Bad Bunny),52,2018-01-18,Yandel,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG,Mexico,top200,MOVE_UP,108010.0
I Miss You (feat. Julia Michaels),88,2018-05-23,Clean Bandit,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,Denmark,top200,MOVE_DOWN,13520.0
Ayer Me Llamó Mi Ex (feat. Lenny Santos),15,2020-09-15,KHEA,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9,Peru,viral50,SAME_POSITION,
Good Days,112,2021-05-10,SZA,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,Denmark,top200,MOVE_DOWN,10473.0
追光者 (電視劇《夏至未至》插曲),132,2021-10-12,Yoyo Sham,https://open.spotify.com/track/0F4IKZU7I3tWXyJIlqhtqU,Taiwan,top200,SAME_POSITION,7574.0
Ahora Dice,22,2017-11-19,"Chris Jedi, J Balvin, Ozuna, Arcangel",https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,Peru,top200,SAME_POSITION,31844.0
BEBÉ,154,2021-10-02,"Camilo, El Alfa",https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs,Ecuador,top200,MOVE_UP,6422.0
MEVTR,123,2020-10-16,Damso,https://open.spotify.com/track/7hBJCiMzo1kZzzRfGOpWwE,France,top200,MOVE_DOWN,68227.0
"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",19,2018-09-17,Lil Duval,https://open.spotify.com/track/17jeLyQcEUmKv3MXeEo79k,Romania,viral50,MOVE_DOWN,
Last Dance,39,2020-05-08,Wu Bai,https://open.spotify.com/track/49AQAXswd32dFJUWOegVWO,Hong Kong,viral50,MOVE_DOWN,
Tal Vez,57,2020-02-19,Paulo Londra,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,Costa Rica,top200,MOVE_UP,7633.0
Saari Ki Saari 2.0,124,2020-09-28,"Darshan Raval, Asees Kaur",https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf,India,top200,MOVE_DOWN,35094.0
Pure Water (with Migos),106,2019-03-22,Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,Switzerland,top200,MOVE_DOWN,9732.0
Sober,47,2017-08-20,"Cat Dealers, Santti",https://open.spotify.com/track/1pDDDtySN1U57vTmCexPmu,Colombia,viral50,MOVE_DOWN,
Lover,66,2019-10-09,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,Lithuania,top200,MOVE_DOWN,1011.0
Breaking Me,80,2021-06-05,"Topic, A7S",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,Denmark,top200,MOVE_UP,14912.0
Mentira - Ao Vivo,63,2020-09-22,Felipe Araújo,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,Brazil,top200,SAME_POSITION,152882.0
Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana,100,2017-05-23,Reik,https://open.spotify.com/track/3H179O48ynsu9q8LOnFQZY,El Salvador,top200,NEW_ENTRY,1032.0
Pumped Up Kicks,185,2017-06-13,Foster The People,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,Costa Rica,top200,MOVE_DOWN,2318.0
Hold Me While You Wait,150,2020-11-26,Lewis Capaldi,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,Ireland,top200,SAME_POSITION,6036.0
Dön Bak Dünyaya,154,2020-06-23,Pinhani,https://open.spotify.com/track/7jasmsYWsjrsXTIDI5RApZ,Turkey,top200,MOVE_UP,26935.0
Lo Malo - Operación Triunfo 2017,3,2018-02-20,"Aitana, Ana Guerra",https://open.spotify.com/track/0Ur4DvUsF7GedvPygHtaRv,Spain,top200,SAME_POSITION,234868.0
No Role Modelz,111,2017-05-06,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,New Zealand,top200,MOVE_UP,6114.0
魚仔 - 電視劇<花甲男孩轉大人>主題曲,183,2018-02-08,Crowd Lu,https://open.spotify.com/track/2sb6AZQLeoD3VgA4zglQB6,Singapore,top200,MOVE_DOWN,5394.0
Pompelop (Pump It Up),6,2020-10-13,Arouf Gangsta,https://open.spotify.com/track/7wObfyHYN0rgXDQG2OqNZE,France,viral50,MOVE_UP,
Talk,131,2019-03-09,"Khalid, Disclosure",https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,Israel,top200,MOVE_UP,1938.0
Aldrig mer vara du,27,2020-08-28,estraden,https://open.spotify.com/track/0h5ypmtJ39zQvp5jFBMYKp,Sweden,top200,MOVE_UP,70538.0
"Set Zero Feat. DM, KK",188,2019-12-11,Illslick,https://open.spotify.com/track/4CVTL3sxgTrLdyN1hEm8xh,Thailand,top200,MOVE_UP,6456.0
Ocean (feat. Khalid),60,2018-08-06,Martin Garrix,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,United States,top200,SAME_POSITION,406206.0
Saada Pyaar,180,2021-03-29,"AP Dhillon, Gurinder Gill, Money Musik",https://open.spotify.com/track/5gSVKG0R4xc8qtDIoyDNy8,India,top200,MOVE_DOWN,40521.0
Rise,56,2018-06-12,"Jonas Blue, Jack & Jack",https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,United Kingdom,top200,MOVE_UP,110119.0
Wonderwall - Remastered,112,2019-01-05,Oasis,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,Czech Republic,top200,MOVE_UP,2676.0
Astronaut In The Ocean,103,2021-04-02,Masked Wolf,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh,Bolivia,top200,MOVE_DOWN,3205.0
Zlatej Kluk,148,2021-04-07,CA$HANOVA BULHAR,https://open.spotify.com/track/0q9zdBBU7zupk59ZwmjJNg,Slovakia,top200,MOVE_DOWN,1703.0
Heather,112,2020-11-22,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,Switzerland,top200,MOVE_UP,7487.0
idontwannabeyouanymore,82,2019-03-08,Billie Eilish,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,Indonesia,top200,MOVE_DOWN,29469.0
Blueberry Faygo,43,2020-06-22,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,Czech Republic,top200,MOVE_DOWN,8615.0
Girls Like You (feat. Cardi B),142,2019-06-22,Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,Thailand,top200,MOVE_UP,5049.0
Before You Go,124,2021-08-26,Lewis Capaldi,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Philippines,top200,MOVE_DOWN,35541.0
Can't Lie,29,2019-04-29,Ali Gatie,https://open.spotify.com/track/3qWZuhWi4lsHa7jUwhqfMr,Malaysia,viral50,SAME_POSITION,
WAP (feat. Megan Thee Stallion),7,2020-10-11,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,Russia,top200,MOVE_UP,34810.0
Me Rehúso,156,2017-08-08,Danny Ocean,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,Czech Republic,top200,MOVE_DOWN,1407.0
Just Hold On,64,2017-04-11,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Austria,top200,MOVE_DOWN,3349.0
Pa Mí - Remix,61,2020-03-08,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,Bolivia,top200,MOVE_UP,4558.0
327,21,2020-05-11,"Westside Gunn, Joey Bada$$, Tyler, The Creator, Billie Essco",https://open.spotify.com/track/5MvCurNMpM3WCCSs40cd37,Portugal,viral50,NEW_ENTRY,
Believer,146,2020-12-12,Imagine Dragons,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,United Arab Emirates,top200,MOVE_UP,1605.0
HUMBLE.,161,2018-04-29,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Costa Rica,top200,MOVE_UP,2161.0
Quiéreme Mientras Se Pueda,17,2020-09-07,Manuel Turizo,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M,Peru,top200,SAME_POSITION,58868.0
Better Days (NEIKED x Mae Muller x Polo G),13,2021-10-30,NEIKED,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH,Japan,viral50,MOVE_UP,
Above The Water (feat. Angelina Jordan),197,2020-03-07,TRXD,https://open.spotify.com/track/0gQaoqUVaUO0hTyyyr2FkT,Norway,top200,MOVE_DOWN,10804.0
goosebumps,111,2019-07-11,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Romania,top200,MOVE_UP,1826.0
Say You Won't Let Go,67,2017-06-27,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Hong Kong,top200,SAME_POSITION,3930.0
ROXANNE,18,2020-02-22,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,Slovakia,top200,MOVE_UP,4723.0
2% (feat. Frah Quintale),21,2018-10-08,Guè Pequeno,https://open.spotify.com/track/1GZPzAyqLxOu9ANPIKMlCs,Italy,viral50,NEW_ENTRY,
Thunder,47,2021-11-13,"Gabry Ponte, LUM!X, Prezioso",https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,Denmark,viral50,MOVE_UP,
Closer,163,2020-12-30,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,United Arab Emirates,top200,MOVE_UP,1366.0
Spring Day,49,2017-02-22,BTS,https://open.spotify.com/track/02q0ZnV2L4XByzEvWZJqBC,Hong Kong,top200,MOVE_DOWN,4752.0
Starboy,9,2017-02-08,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Global,top200,SAME_POSITION,2623759.0
HIGHEST IN THE ROOM,60,2021-01-13,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,Lithuania,top200,MOVE_UP,1422.0
La Lá,31,2019-09-25,"Mike Bahía, Ovy On The Drums",https://open.spotify.com/track/4kitLAHbmBBXYHt9g22md3,Colombia,top200,SAME_POSITION,28393.0
Panalo (Trap Cariñosa),18,2021-03-06,Ez Mil,https://open.spotify.com/track/5J0obeHgIFKkPiGBPTOqLw,Philippines,top200,MOVE_DOWN,98875.0
So Am I,195,2020-01-17,Ava Max,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,Finland,top200,MOVE_DOWN,7527.0
RITMO (Bad Boys For Life),1,2019-12-06,"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,Andorra,viral50,NEW_ENTRY,
Rain On Me (with Ariana Grande),161,2020-08-12,Lady Gaga,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,Chile,top200,MOVE_DOWN,21899.0
bad guy,172,2020-11-21,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Singapore,top200,MOVE_DOWN,6077.0
اضم حبك,35,2019-11-20,Ali Arnoos,https://open.spotify.com/track/5nJ4Zzqc2UjwSaIcv7bGjx,Saudi Arabia,top200,MOVE_UP,2158.0
Indeciso,15,2019-11-02,"Reik, J Balvin, Lalo Ebratt",https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,Uruguay,top200,MOVE_DOWN,10276.0
Bohemian Rhapsody - Remastered 2011,98,2019-02-10,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,Austria,top200,MOVE_UP,5302.0
Love On The Brain,84,2017-03-27,Rihanna,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,Hungary,top200,MOVE_DOWN,1526.0
Seven Nation Army,190,2021-10-13,The White Stripes,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,United Kingdom,top200,MOVE_UP,50309.0
Shape of You,164,2020-11-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Global,top200,MOVE_DOWN,780101.0
Leave The Door Open,103,2021-06-19,"Bruno Mars, Anderson .Paak, Silk Sonic",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,Argentina,top200,MOVE_DOWN,43555.0
I Don't Wanna Love You Anymore,70,2019-03-07,LANY,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i,Philippines,top200,MOVE_DOWN,47599.0
Good Life (with G-Eazy & Kehlani),157,2017-05-03,G-Eazy,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,Chile,top200,MOVE_UP,11112.0
Don't (feat. RM),9,2021-05-27,eAeon,https://open.spotify.com/track/6KE3Fs6LMzi4hJI3eFqyLC,Nicaragua,viral50,MOVE_UP,
What Lovers Do (feat. SZA),10,2017-11-27,Maroon 5,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,Sweden,top200,MOVE_UP,107989.0
Hoe Het Danst,99,2021-04-08,"Marco Borsato, Armin van Buuren, Davina Michelle",https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq,Belgium,top200,MOVE_DOWN,9893.0
Tú Me Dejaste De Querer,13,2020-12-11,"C. Tangana, Niño de Elche, La Húngara",https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971,Guatemala,viral50,SAME_POSITION,
Levitating (feat. DaBaby),66,2021-07-26,Dua Lipa,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,Sweden,top200,MOVE_DOWN,29518.0
Borro Cassette,82,2017-07-13,Maluma,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,Dominican Republic,top200,MOVE_DOWN,1821.0
High Hopes,9,2019-01-20,Panic! At The Disco,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,Latvia,top200,MOVE_DOWN,2088.0
You Be Love (feat. Billy Raffoul),37,2017-08-28,Avicii,https://open.spotify.com/track/12ip0ceCeszDTDFxDY1AXJ,Sweden,top200,MOVE_DOWN,60768.0
La Forma en Que Me Miras,41,2021-05-04,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV,Guatemala,top200,MOVE_UP,11574.0
lovely (with Khalid),91,2019-09-10,Billie Eilish,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Iceland,top200,MOVE_UP,1212.0
idontwannabeyouanymore,176,2018-11-27,Billie Eilish,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH,Czech Republic,top200,MOVE_UP,2314.0
A.M.,19,2019-12-17,Lonr.,https://open.spotify.com/track/1GGxh8QYLRZaQ07d6AHA8E,Finland,viral50,MOVE_UP,
Stuck with U (with Justin Bieber),176,2020-12-30,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Vietnam,top200,MOVE_UP,4346.0
05:05,115,2020-01-02,"Bedoes, Kubi Producent",https://open.spotify.com/track/4oiXEXaXR2IPf3GVms9MLK,Poland,top200,MOVE_DOWN,19382.0
Maldita de Ex,10,2019-09-21,Mc Leozin,https://open.spotify.com/track/6Diq6oBnDVzsrNcRllXRbM,Brazil,viral50,SAME_POSITION,
Mi Gna (feat. Hayko) - Maître Gims Remix,45,2018-04-30,"GIMS, Super Sako",https://open.spotify.com/track/3u3kWFntWbm4YrO5384wqF,Greece,viral50,NEW_ENTRY,
Radioactive,119,2018-01-26,Imagine Dragons,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB,Poland,top200,MOVE_DOWN,9629.0
Lies,19,2019-04-07,ETC.,https://open.spotify.com/track/4cuqxTgaj2Bzrlti3s6MDZ,Thailand,viral50,SAME_POSITION,
Feel Good,44,2018-01-17,"Felix Jaehn, Mike Williams",https://open.spotify.com/track/6a9vKVMFfNBi741DVSit3H,Austria,top200,MOVE_DOWN,6479.0
Ich liebe es (feat. XATAR & SAMY),97,2019-04-05,Capital Bra,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn,Germany,top200,MOVE_DOWN,105727.0
Think About Things,40,2020-05-22,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,Romania,viral50,NEW_ENTRY,
Kings & Queens,104,2020-08-12,Ava Max,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,Portugal,top200,MOVE_DOWN,6433.0
Jocelyn Flores,31,2017-11-04,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,New Zealand,top200,MOVE_DOWN,19336.0
Haugenstua,175,2021-03-23,Herman Flesvig,https://open.spotify.com/track/0GFOW30WB6SsPoeOlZdDPl,Norway,top200,MOVE_DOWN,10346.0
Wake Up Everybody (feat. Teddy Pendergrass),36,2020-06-03,Harold Melvin & The Blue Notes,https://open.spotify.com/track/5kQ2ZEav7TgUoLSLrm7h8S,Hong Kong,viral50,NEW_ENTRY,
Amigos Con Derechos,56,2019-06-17,"Reik, Maluma",https://open.spotify.com/track/4yVO0wOhXsZC1RuPgHP524,Bolivia,top200,MOVE_UP,2830.0
Break My Heart,56,2020-05-11,Dua Lipa,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,Indonesia,top200,MOVE_UP,61206.0
Me Niego (feat. Ozuna & Wisin),57,2018-11-11,Reik,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,Bolivia,top200,MOVE_DOWN,2353.0
Forever After All,86,2021-02-18,Luke Combs,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,Canada,top200,MOVE_UP,41637.0
Put Your Records On,24,2020-10-11,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,Latvia,top200,MOVE_UP,1855.0
Conan x Xenia,35,2020-05-16,"Haftbefehl, Shirin David",https://open.spotify.com/track/1mfmCQWZhV30L4Aj8ytMLz,Austria,top200,MOVE_DOWN,10753.0
Turbo,30,2021-08-07,Mamis,https://open.spotify.com/track/6ODeaKmWg2cHPl4ohzJbsg,Lithuania,viral50,MOVE_UP,
Borracho de Amor,178,2019-02-24,Edwin Luna y La Trakalosa de Monterrey,https://open.spotify.com/track/2xjxGXr3eASzCvo9MUHk0w,Guatemala,top200,MOVE_UP,1879.0
Tus Besos,5,2020-05-07,Juanka,https://open.spotify.com/track/1sHs87yRloQy0vE9mzpiZB,Chile,viral50,SAME_POSITION,
Lo mejor que hay en mi vida,169,2017-05-08,Andrés Cepeda,https://open.spotify.com/track/0gDrHUizlbFgRKVQeLI595,Colombia,top200,MOVE_UP,4341.0
Summertime Magic,11,2018-07-23,Childish Gambino,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF,Israel,viral50,MOVE_DOWN,
Ohms,19,2020-09-28,Deftones,https://open.spotify.com/track/0h6vLT1rLneoc5I4sOxvB1,Iceland,viral50,MOVE_UP,
Afterglow,171,2021-08-19,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Netherlands,top200,MOVE_UP,22529.0
Road Trip,7,2017-02-09,De Vet Du,https://open.spotify.com/track/53HCk0K40gzfdHnz0yMNE0,Sweden,top200,MOVE_DOWN,161490.0
What Lovers Do (feat. SZA),14,2018-01-11,Maroon 5,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,Switzerland,top200,MOVE_UP,15547.0
